FECHA_CORTE,UBIGEO,ANIO,DEPARTAMENTO,PROVINCIA,FECHA_UTC,HORA_UTC,TIPO,FRECUENCIA_PRINCIPAL,DURACION,ENERGIA,VOLCAN
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,25550,VT,5.3,7.42,1.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,30849,VT,3.2,12.31,6.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,30917,VT,5.5,10.59,2.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,33047,VT,2.9,14.25,6.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,33935,VT,2.8,12.42,0.000331,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,43237,VT,8.9,8.56,4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,61110,TO,12.1,23.12,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,160125,VD,3.4,19.46,0.001213,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,171443,VD,3.7,18.71,0.001483,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,171628,VD,3.9,11.88,0.000943,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,172217,VD,5.0,12.92,0.000698,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241127,214616,VT,3.8,14.68,3.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,2709,VT,3.6,9.21,7.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,22904,VT,5.3,6.95,1.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,72441,VT,2.6,130.54,0.009073,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,74346,VT,4.3,14.8,4.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,83631,VT,3.2,122.14,0.000168,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,91124,VT,3.5,83.05,0.000119,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,102910,VT,3.7,10.47,4.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,123303,VT,2.6,41.84,7.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,140225,VD,3.8,25.25,0.000471,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241128,160818,VT,3.9,82.76,0.004001,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,14304,VT,3.2,16.03,2.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,25808,VT,5.3,12.03,0.000185,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,50344,VT,5.0,12.53,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,51638,VT,5.3,7.55,2.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,52541,VT,3.3,12.14,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,53220,VT,3.7,13.29,6.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,71738,VT,3.7,13.82,5.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,72634,VT,3.7,10.22,0.000458,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,84017,VT,3.3,19.75,0.000884,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,94741,VT,4.7,19.24,8.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,101205,VT,3.7,10.9,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,105134,VT,2.6,10.0,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,111849,VT,2.9,8.98,9.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,132222,VT,2.8,15.13,5.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,153119,VD,3.3,22.46,0.000569,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,161907,VT,3.2,21.73,0.000457,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241129,171428,VD,4.2,17.39,0.002212,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,441,VT,3.0,8.86,2.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,4146,VT,2.4,11.74,0.000156,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,12206,VT,5.3,8.59,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,14514,VT,4.1,11.47,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,24027,VT,3.1,17.46,0.000368,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,41101,VT,2.9,14.44,2.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,50842,VT,5.4,7.61,1.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,52222,VT,3.6,13.34,2.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,63441,VT,3.3,16.17,1.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,70933,VT,3.7,18.79,0.000557,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,74741,VT,3.2,16.77,1.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,92506,VT,4.7,13.38,2.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,93812,VT,3.6,13.5,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,101626,VT,3.7,19.35,0.055042,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,102205,VT,6.3,17.63,0.000557,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,103613,VT,4.1,14.03,0.000372,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,104517,VT,2.7,10.85,1.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,111955,VT,5.5,13.39,4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,132547,VT,2.8,9.51,0.000101,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,134505,VT,3.7,15.46,0.000654,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,150819,VT,2.5,10.47,4.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,164504,VD,3.9,11.02,0.000143,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,173725,VD,4.2,19.24,0.001498,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,174657,VD,4.7,12.87,0.000529,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,185341,VT,3.6,9.64,0.000104,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241130,204302,VT,10.1,10.63,2.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,55501,VT,2.9,10.28,1.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,63636,VT,6.3,11.81,0.000138,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,65104,VT,3.7,10.37,1.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,65803,VT,3.1,11.43,1.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,81008,VT,3.7,8.73,1.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,125638,VT,2.7,13.13,2.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,145103,VT,4.2,11.12,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,150809,VT,4.5,12.96,2.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,151621,VT,3.7,10.8,8.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,152431,VT,4.6,9.5,1.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,152607,VT,5.3,11.29,2.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,152844,VT,3.2,13.63,4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,155526,VT,5.2,8.63,4.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,184326,VT,5.2,8.87,0.000127,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,192332,VT,2.9,14.7,0.000182,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,202955,VT,4.6,10.84,5.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,210046,VT,3.6,10.9,0.000156,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,213445,VT,4.5,17.49,0.00017,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241201,215641,VT,5.3,10.03,0.000271,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,15454,VT,3.5,14.97,0.00028,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,32037,VT,5.3,13.85,3.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,75130,VT,3.9,19.32,0.000227,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,80756,VD,4.1,23.41,0.000121,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,101717,VT,5.3,13.23,3.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,134647,VT,2.5,13.05,5.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,213628,VT,3.7,12.48,0.000295,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,214543,VT,3.7,9.74,9.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241202,215445,VT,3.1,15.11,0.000132,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,3011,VT,5.5,9.85,2.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,32213,VT,10.0,12.16,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,45537,VT,4.2,12.74,0.000328,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,70925,VT,3.3,13.73,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,81515,VT,3.1,12.04,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,82836,VT,5.2,9.57,1.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,140350,VT,7.9,14.61,0.000279,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,203732,VT,7.0,8.15,8.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241203,233629,VT,5.3,16.77,7.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,21434,VT,8.6,9.36,5.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,32008,VT,5.5,13.14,1.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,33042,VT,5.1,10.82,2.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,45936,VT,6.9,11.09,7.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,70845,VT,3.7,11.97,0.000364,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,73955,VT,2.8,12.31,2.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,80143,VT,4.7,13.47,2.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,81929,VT,4.5,12.99,3.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,82035,VT,3.8,11.47,2.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,85532,VT,3.0,16.87,0.000255,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,94833,VD,9.9,18.3,0.000301,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,95346,VT,6.4,11.84,0.000492,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,103206,VT,5.3,22.94,0.000604,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,105749,VT,3.2,12.14,2.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,120835,VT,3.7,11.29,1.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,121844,VT,5.3,13.32,4.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,131709,VT,10.0,14.56,2.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,133026,VT,3.1,11.32,3.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,133449,VT,2.4,18.48,4.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241204,142503,VT,4.9,11.11,4.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,2812,VT,8.9,15.62,0.008317,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,25024,VT,5.2,16.4,5.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,25844,VT,4.6,10.45,2.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,30334,VD,5.5,16.47,5.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,41613,VT,10.0,9.11,1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,50114,VT,3.8,7.44,1.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,52926,VT,3.7,9.73,6.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,55213,VT,3.0,9.17,1.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,64046,VT,9.9,8.83,1.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,75126,VT,2.8,11.25,2.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,81904,VT,7.0,8.6,9e-06,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,83409,VT,4.4,15.13,2.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,94852,VT,4.7,12.2,1.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,131204,VT,5.5,10.04,8.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,153331,VT,5.4,15.45,0.000271,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,192102,VT,4.5,15.1,6.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,202143,VT,9.3,11.49,0.00036,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,211610,VT,4.8,8.4,6.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,212408,VT,2.7,9.55,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,212933,VT,4.7,11.65,0.000509,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,214624,VT,3.6,9.37,2.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,215438,VT,10.0,9.87,0.000134,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,222451,VT,2.9,7.7,8.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,223655,VT,5.3,9.8,0.000125,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241205,235616,VT,5.3,8.59,0.000183,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,3751,VT,3.0,10.15,5.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,13444,VT,4.6,12.05,2.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,23908,VT,6.8,9.12,1.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,50344,VT,3.7,15.44,0.000224,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,54938,VT,5.2,7.26,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,55028,VT,3.7,11.79,9.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,61014,VT,4.5,12.24,1.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,62405,VT,4.0,9.42,1.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,64939,VT,2.8,12.94,1.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,71248,VT,5.4,11.38,2.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,82419,VT,4.3,11.27,1.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,84150,VT,4.0,14.12,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,92503,VT,4.2,11.03,2.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,92624,VT,2.9,6.81,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,93155,VT,7.0,8.98,1.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,103113,VT,2.9,11.47,3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,111930,VT,2.9,12.57,9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241206,133028,VT,2.8,12.29,1.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,4038,VT,8.8,13.24,0.000107,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,11534,VT,5.3,10.7,1.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,15427,VT,2.8,11.06,1.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,24638,VT,5.5,13.12,2.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,35555,VT,5.5,13.26,0.000123,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,35701,VT,3.1,11.74,3.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,45207,VT,3.6,11.81,2.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,55112,VT,3.1,12.08,0.000133,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,55429,VT,5.3,9.01,9.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,55737,VT,5.3,12.6,9.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,61737,VT,3.7,11.08,7.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,65331,VT,3.5,10.4,2.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,65405,VT,3.5,8.86,0.000104,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,71036,VT,3.0,9.5,3.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,71915,VT,3.7,8.54,1.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,73941,VT,3.3,11.07,1.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,74046,VT,5.4,8.67,2.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,81704,VT,3.2,12.01,3.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,82906,VT,7.0,9.66,3.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,90526,VT,5.5,16.05,0.000958,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,91414,VT,9.5,8.9,2.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,91556,VT,7.0,7.84,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,93836,VT,5.3,10.62,2.4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,100606,VT,2.9,7.81,1.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,101355,VT,3.6,10.67,2.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,102024,VT,2.8,11.27,0.000126,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,112511,VT,2.8,10.19,3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,113810,VT,2.9,11.55,6.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,130314,VT,6.9,9.36,0.00088,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,133705,VT,12.4,14.97,0.000235,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,134814,VT,7.0,9.71,0.000187,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,134925,VT,3.2,12.94,0.00019,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,135202,VT,3.2,14.56,8.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,135627,VT,5.4,8.57,3.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,140232,VT,7.0,13.83,0.000298,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,140617,VT,7.0,10.94,0.000596,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,140856,VT,5.5,9.49,3.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,141904,VD,5.4,9.6,6.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,142000,VT,3.7,9.78,0.000553,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,143144,VT,2.8,14.2,3.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,144052,VT,2.6,8.94,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,144700,VT,5.4,8.45,8.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,144910,VT,6.9,7.2,0.000172,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,152407,VT,3.2,9.48,0.000173,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,153004,VT,5.4,9.62,0.00046,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,153127,VT,3.8,9.78,3.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,154056,VT,3.9,16.04,5.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,154453,VT,6.9,8.48,0.000369,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,154633,VT,2.8,10.04,0.000316,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,155311,VT,5.3,8.87,0.000271,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,164535,VT,5.4,9.43,0.000362,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,172528,VT,3.7,9.96,6.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241207,172756,VT,2.9,13.14,0.000205,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,846,VT,3.0,14.43,0.000121,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,11312,VT,3.0,8.02,6.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,11836,VT,7.0,7.38,1.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,60827,VT,4.5,11.63,0.000116,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,75051,VT,5.5,11.41,7.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,75603,VT,4.5,14.2,3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,84348,VT,5.0,9.93,4e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,85823,VT,3.7,14.44,5.5e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,95137,VT,7.2,8.45,1.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,102218,VT,4.6,9.25,6.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,123352,VT,5.3,10.82,3.7e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,141425,VT,3.1,9.3,9.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241208,230925,VT,5.5,11.41,0.000114,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,15235,VT,7.0,12.14,0.00074,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,44921,VT,5.1,7.67,4.6e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,91252,TO,7.0,60.81,0.003216,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,91818,VT,10.0,14.69,1.8e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,132907,VT,3.2,10.6,4.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,184904,VT,3.7,13.55,6.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,185453,VT,3.7,9.25,0.000174,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,192418,VD,3.6,21.55,0.000738,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,204557,TO,6.3,44.55,0.001297,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,222113,VD,4.6,17.05,0.000919,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,222320,VT,3.5,10.25,0.001596,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241209,222629,VT,3.3,10.6,0.000486,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,612,VT,3.5,13.17,3.3e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,5255,VT,5.5,11.73,4.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,5256,VT,5.4,12.71,5.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,32916,VT,2.8,10.13,2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,51223,VT,5.2,9.01,1.1e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,52117,VT,5.1,11.06,1.2e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,52432,VT,4.7,12.73,5.9e-05,MISTI
20250530,0401,2024,AREQUIPA,AREQUIPA,20241210,52433,VT,4.7,7.79,4.7e-05,MISTI
